"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Ruthless Deathfang","mic","Near Mint","English","","","2023-10-26 21:38:17.963000","154","False","False","0.08"
"2","2","Ruthless Disposal","emn","Near Mint","English","","","2023-10-26 21:38:17.963000","103","False","False","0.03"
"1","1","Ruthless Instincts","frf","Near Mint","English","","","2023-10-26 21:38:17.963000","136","False","False","0.11"
"1","1","Ruthless Knave","xln","Near Mint","English","","","2023-10-26 21:38:17.963000","119","False","False","0.36"
"4","4","Ruthless Sniper","akh","Near Mint","English","","","2023-10-26 21:38:17.963000","105","False","False","0.12"
"2","2","Sacred Excavation","akh","Near Mint","English","","","2023-10-26 21:38:17.963000","67","False","False","0.07"
"2","2","Sacred Foundry","grn","Near Mint","English","","","2023-10-26 21:38:17.963000","254","False","False","15.32"
"1","1","Saddle of the Cavalier","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","251","False","False","0.06"
"1","1","Sadistic Skymarcher","rix","Near Mint","English","","","2023-10-26 21:38:17.963000","85","False","False","0.07"
"1","1","Sage of Fables","mor","Near Mint","English","","","2023-10-26 21:38:17.963000","47","False","False","1.05"
"2","2","Sage of Hours","jou","Near Mint","English","","","2023-10-26 21:38:17.963000","50","False","False","3.51"
"3","3","Sage-Eye Avengers","dds","Near Mint","English","","","2023-10-26 21:38:17.963000","8","False","False","0.07"
"1","1","Saheeli Rai","kld","Near Mint","English","","","2023-10-26 21:38:17.963000","186","False","False","1.31"
"1","1","Saheeli's Artistry","moc","Near Mint","English","","","2023-10-26 21:38:17.963000","234","False","False","0.14"
"1","1","Sai, Master Thopterist","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","118","False","False","0.46"
"2","2","Said // Done","mh2","Near Mint","English","","","2023-10-26 21:38:17.963000","60","False","False","0.04"
"2","2","Sailors' Bane","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","93","False","False","0.12"
"1","1","Saint Traft and Rem Karolus","moc","Near Mint","English","","","2023-10-26 21:38:17.963000","9","False","False","0.21"
"4","4","Sakura-Tribe Elder","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","832","False","False","1.80"
"2","2","Salt Road Quartermasters","dtk","Near Mint","English","","","2023-10-26 21:38:17.963000","199","False","False","0.04"
"1","1","Samut, the Tested","hou","Near Mint","English","","","2023-10-26 21:38:17.963000","144","False","False","0.54"
"1","1","Samut, Tyrant Smasher","war","Near Mint","English","","","2023-10-26 21:38:17.963000","235","False","False","0.17"
"1","1","Samut's Sprint","war","Near Mint","English","","","2023-11-12 15:44:24.517000","142","False","False",""
"1","1","Sanctum Gargoyle","c21","Near Mint","English","","","2023-10-26 21:38:17.963000","102","False","False","0.04"
"1","1","Sanctum of All","m21","Near Mint","English","","","2023-10-26 21:38:17.963000","225","False","False","0.68"
"1","1","Sanctum of Calm Waters","m21","Near Mint","English","","","2023-10-26 21:38:17.963000","68","False","False","0.23"
"1","1","Sanctum of Fruitful Harvest","m21","Near Mint","English","","","2023-10-26 21:38:17.963000","203","False","False","0.21"
"1","1","Sanctum of Shattered Heights","m21","Near Mint","English","","","2023-10-26 21:38:17.963000","157","False","False","0.29"
"1","1","Sanctum of Tranquil Light","m21","Near Mint","English","","","2023-10-26 21:38:17.963000","33","False","False","0.27"
"2","2","Sanctum Seeker","voc","Near Mint","English","","","2023-10-26 21:38:17.963000","136","False","False","0.70"
"1","1","Sand Strangler","hou","Near Mint","English","","","2023-10-26 21:38:17.963000","107","False","False","0.06"
"1","1","Sands of Delirium","m13","Near Mint","English","","","2023-10-26 21:38:17.963000","216","False","False","0.57"
"1","1","Sangromancer","c21","Near Mint","English","","","2023-10-26 21:38:17.963000","152","False","False","0.43"
"2","2","Sanguine Bond","c21","Near Mint","English","","","2023-10-26 21:38:17.963000","153","False","False","1.78"
"1","1","Sanguine Sacrament","xln","Near Mint","English","","","2023-10-26 21:38:17.963000","33","False","False","0.17"
"2","2","Sanguine Spy","snc","Near Mint","English","","","2023-10-26 21:38:17.963000","93","False","False","0.09"
"2","2","Sanguine Statuette","vow","Near Mint","English","","","2023-10-26 21:38:17.963000","177","False","False","0.04"
"1","1","Sanitarium Skeleton","cmr","Near Mint","English","","","2023-10-26 21:38:17.963000","148","False","False","0.03"
"1","1","Sanwell, Avenger Ace","brc","Near Mint","English","","","2023-10-26 21:38:17.963000","5","False","False","0.07"
"3","3","Sapphire Drake","gtc","Near Mint","English","","","2023-10-26 21:38:17.963000","47","False","False","0.07"
"1","1","Sarevok, Deathbringer","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","144","False","False","0.04"
"2","2","Sarkhan Unbroken","dtk","Near Mint","English","","","2023-10-26 21:38:17.963000","230","False","False","17.44"
"1","1","Sarkhan, the Dragonspeaker","ktk","Near Mint","English","","","2023-10-26 21:38:17.963000","119","False","False","0.48"
"5","5","Sarkhan's Triumph","dtk","Near Mint","English","","","2023-10-26 21:38:17.963000","154","False","False","2.75"
"1","1","Satoru Umezawa","neo","Near Mint","English","","","2023-10-26 21:38:17.963000","234","False","False","0.20"
"1","1","Savage Stomp","xln","Near Mint","English","","","2023-10-26 21:38:17.963000","205","False","False","0.15"
"4","4","Saving Grace","hou","Near Mint","English","","","2023-10-26 21:38:17.963000","21","False","False","0.17"
"2","2","Sawblade Slinger","vow","Near Mint","English","","","2023-10-26 21:38:17.963000","217","False","False","0.03"
"1","1","Scab-Clan Berserker","ori","Near Mint","English","","","2023-10-26 21:38:17.963000","160","False","False","0.33"
"1","1","Scab-Clan Giant","2x2","Near Mint","English","","","2023-10-26 21:38:17.963000","272","False","False","0.02"
"1","1","Scale Blessing","2x2","Near Mint","English","","","2023-10-26 21:38:17.963000","27","False","False","0.02"
"1","1","Scaled Behemoth","cmr","Near Mint","English","","","2023-10-26 21:38:17.963000","251","False","False","0.02"
"1","1","Scathe Zombies","10e","Near Mint","English","","","2023-10-26 21:38:17.963000","175","False","False","0.11"
"1","1","Scatter Arc","gtc","Near Mint","English","","","2023-10-26 21:38:17.963000","48","False","False","0.09"
"1","1","Scatter Ray","bro","Near Mint","English","","","2023-10-26 21:38:17.963000","61","False","False","0.03"
"1","1","Scatter to the Winds","bfz","Near Mint","English","","","2023-10-26 21:38:17.963000","85","False","False","0.13"
"1","1","Scavenged Brawler","brc","Near Mint","English","","","2023-10-26 21:38:17.963000","17","False","False","1.97"
"2","2","Scavenger Grounds","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","1027","False","False","1.33"
"3","3","Scavenging Ooze","onc","Near Mint","English","","","2023-10-26 21:38:17.963000","112","False","False","0.28"
"1","1","Scheming Aspirant","one","Near Mint","English","","","2023-10-26 21:38:17.963000","107","False","False","0.06"
"1","1","Scholar of New Horizons","brc","Near Mint","English","","","2023-10-26 21:38:17.963000","6","False","False","1.13"
"1","1","Scholarship Sponsor","c21","Near Mint","English","","","2023-10-26 21:38:17.963000","22","False","False","0.23"
"1","1","Scion of Ugin","ima","Near Mint","English","","","2023-10-26 21:38:17.963000","1","False","False","0.06"
"1","1","Scour All Possibilities","mh1","Near Mint","English","","","2023-10-26 21:38:17.963000","67","False","False","0.06"
"2","2","Scour the Desert","mh2","Near Mint","English","","","2023-10-26 21:38:17.963000","28","False","False","0.03"
"5","5","Scoured Barrens","mom","Near Mint","English","","","2023-10-26 21:38:17.963000","272","False","False","0.14"
"1","1","Scourge of Geier Reach","isd","Near Mint","English","","","2023-10-26 21:38:17.963000","162","False","False","0.09"
"1","1","Scourge of Skola Vale","bng","Near Mint","English","","","2023-10-26 21:38:17.963000","137","False","False","0.39"
"1","1","Scourglass","ala","Near Mint","English","","","2023-10-26 21:38:17.963000","25","False","False","4.25"
"3","3","Scrabbling Claws","rna","Near Mint","English","","","2023-10-26 21:38:17.963000","238","False","False","0.12"
"3","3","Scrambleverse","m12","Near Mint","English","","","2023-10-26 21:38:17.963000","153","False","False","0.51"
"2","2","Scrap Trawler","moc","Near Mint","English","","","2023-10-26 21:38:17.963000","373","False","False","0.26"
"1","1","Scrap Welder","neo","Near Mint","English","","","2023-10-26 21:38:17.963000","159","False","False","0.10"
"2","2","Scrapper Champion","aer","Near Mint","English","","","2023-10-26 21:38:17.963000","97","False","False","0.03"
"1","1","Scrapyard Steelbreaker","neo","Near Mint","English","","","2023-10-26 21:38:17.963000","160","False","False","0.02"
"3","3","Screaming Shield","rna","Near Mint","English","","","2023-10-26 21:38:17.963000","239","False","False","0.06"
"2","2","Screaming Swarm","vow","Near Mint","English","","","2023-10-26 21:38:17.963000","75","False","False","0.03"
"2","2","Sculpting Steel","moc","Near Mint","English","","","2023-10-26 21:38:17.963000","374","False","False","0.40"
"1","1","Scurry Oak","mh2","Near Mint","English","","","2023-10-26 21:38:17.963000","172","False","False","0.56"
"1","1","Scute Mob","c18","Near Mint","English","","","2023-10-26 21:38:17.963000","161","False","False","0.58"
"2","2","Scute Swarm","ncc","Near Mint","English","","","2023-10-26 21:38:17.963000","310","False","False","5.45"
"1","1","Scytheclaw","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","408","False","False","0.12"
"1","1","Sea Drake","mh2","Near Mint","English","","","2023-10-26 21:38:17.963000","268","False","False","0.02"
"1","1","Sea Gate","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","359","False","False","0.72"
"1","1","Sea of Clouds","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","360","False","False","6.41"
"1","1","Seal of Doom","mm3","Near Mint","English","","","2023-10-26 21:38:17.963000","83","False","False","0.16"
"1","1","Seal of Strength","ema","Near Mint","English","","","2023-10-26 21:38:17.963000","184","False","False","0.08"
"1","1","Sealed Fate","mir","Near Mint","English","","","2023-10-26 21:38:17.963000","282","False","False","0.07"
"1","1","Search for Azcanta // Azcanta, the Sunken Ruin","xln","Near Mint","English","","","2023-10-26 21:38:17.963000","74","False","False","1.68"
"1","1","Searing Blood","bng","Near Mint","English","","","2023-10-26 21:38:17.963000","111","False","False","0.31"
"2","2","Seaside Citadel","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","1029","False","False","0.85"
"1","1","Season of Growth","m20","Near Mint","English","","","2023-10-26 21:38:17.963000","191","False","False","1.27"
"1","1","Season of Renewal","neo","Near Mint","English","","","2023-10-26 21:38:17.963000","205","False","False","0.03"
"2","2","Seat of the Synod","c18","Near Mint","English","","","2023-10-26 21:38:17.963000","278","False","False","1.04"
"6","6","Secluded Steppe","onc","Near Mint","English","","","2023-10-26 21:38:17.963000","163","False","False","0.11"
"2","2","Second Sunrise","mrd","Near Mint","English","","","2023-10-26 21:38:17.963000","20","False","False","3.50"
"1","1","Secret Plans","c19","Near Mint","English","","","2023-10-26 21:38:17.963000","201","False","False","0.06"
"3","3","Secret Rendezvous","stx","Near Mint","English","","","2023-10-26 21:38:17.963000","26","False","False","0.29"
"2","2","Secret Salvage","aer","Near Mint","English","","","2023-10-26 21:38:17.963000","71","False","False","0.29"
"1","1","Secrets of the Dead","c19","Near Mint","English","","","2023-10-26 21:38:17.963000","95","False","False","0.20"
"1","1","Secure the Wastes","moc","Near Mint","English","","","2023-10-26 21:38:17.963000","203","False","False","1.02"
"1","1","Security Blockade","rtr","Near Mint","English","","","2023-10-26 21:38:17.963000","20","False","False","0.02"
"2","2","Security Rhox","snc","Near Mint","English","","","2023-10-26 21:38:17.963000","220","False","False","0.04"
"11","11","Sedraxis Specter","2x2","Near Mint","English","","","2023-10-26 21:38:17.963000","273","False","False","0.03"
"1","1","Seek the Horizon","ddr","Near Mint","English","","","2023-10-26 21:38:17.963000","20","False","False","0.13"
"1","1","Seeker of Skybreak","7ed","Near Mint","English","","","2023-10-26 21:38:17.963000","268","False","False","0.66"
"1","1","Seeker of the Way","2x2","Near Mint","English","","","2023-10-26 21:38:17.963000","28","False","False","0.05"
"4","4","Seekers' Squire","2x2","Near Mint","English","","","2023-10-26 21:38:17.963000","87","False","False","0.01"
"1","1","Seismic Wave","neo","Near Mint","English","","","2023-10-26 21:38:17.963000","161","False","False","0.01"
"1","1","Seizures","ice","Near Mint","English","","","2023-10-26 21:38:17.963000","159","False","False","0.15"
"1","1","Sek'Kuar, Deathkeeper","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","354","False","False","0.12"
"1","1","Selesnya Guildgate","znc","Near Mint","English","","","2023-10-26 21:38:17.963000","139","False","False","0.17"
"1","1","Selesnya Signet","gk1","Near Mint","English","","","2023-10-26 21:38:17.963000","123","False","False","1.53"
"2","2","Selfless Samurai","neo","Near Mint","English","","","2023-10-26 21:38:17.963000","35","False","False","0.07"
"1","1","Selfless Spirit","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","706","False","False","1.16"
"1","1","Selfless Squire","c21","Near Mint","English","","","2023-10-26 21:38:17.963000","103","False","False","0.30"
"1","1","Senate Guildmage","rna","Near Mint","English","","","2023-10-26 21:38:17.963000","204","False","False","0.04"
"1","1","Sengir Nosferatu","tsr","Near Mint","English","","","2023-10-26 21:38:17.963000","136","False","False","0.04"
"2","2","Sentry of the Underworld","ths","Near Mint","English","","","2023-10-26 21:38:17.963000","202","False","False","0.04"
"2","2","Sepulchral Primordial","znc","Near Mint","English","","","2023-10-26 21:38:17.963000","54","False","False","1.05"
"1","1","Seraph of the Masses","moc","Near Mint","English","","","2023-10-26 21:38:17.963000","205","False","False","0.06"
"1","1","Seraph of the Suns","akh","Near Mint","English","","","2023-10-26 21:38:17.963000","28","False","False","0.04"
"1","1","Seraph of the Sword","m14","Near Mint","English","","","2023-10-26 21:38:17.963000","31","False","False","0.50"
"1","1","Serene Master","c13","Near Mint","English","","","2023-10-30 21:48:27.477000","20","False","False",""
"2","2","Serene Remembrance","gtc","Near Mint","English","","","2023-10-26 21:38:17.963000","132","False","False","0.04"
"1","1","Serra Angel","dmr","Near Mint","English","","","2023-10-26 21:38:17.963000","25","False","False","0.03"
"1","1","Serum Visions","afc","Near Mint","English","","","2023-10-26 21:38:17.963000","94","False","False","0.59"
"2","2","Servo Schematic","aer","Near Mint","English","","","2023-10-26 21:38:17.963000","176","False","False","0.10"
"1","1","Set Adrift","ktk","Near Mint","English","","","2023-10-26 21:38:17.963000","54","False","False","0.11"
"1","1","Setessan Starbreaker","bng","Near Mint","English","","","2023-10-26 21:38:17.963000","139","False","False","0.01"
"1","1","Settle the Wreckage","xln","Near Mint","English","","","2023-10-26 21:38:17.963000","34","False","False","3.04"
"1","1","Sevinne, the Chronoclasm","c19","Near Mint","English","foil","","2023-10-26 21:38:17.963000","49","False","False","0.20"
"3","3","Sevinne's Reclamation","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","55","False","False","0.65"
"2","2","Sewer Nemesis","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","771","False","False","0.29"
"4","4","Shacklegeist","voc","Near Mint","English","","","2023-10-26 21:38:17.963000","112","False","False","0.16"
"3","3","Shadewing Laureate","stx","Near Mint","English","","","2023-10-26 21:38:17.963000","229","False","False","0.06"
"1","1","Shadow of the Grave","akh","Near Mint","English","","","2023-10-26 21:38:17.963000","107","False","False","0.35"
"1","1","Shadow Stinger","znr","Near Mint","English","","","2023-10-26 21:38:17.963000","123","False","False","0.02"
"1","1","Shadowblood Ridge","ncc","Near Mint","English","","","2023-10-26 21:38:17.963000","426","False","False","0.19"
"1","1","Shadowborn Demon","m14","Near Mint","English","","","2023-10-26 21:38:17.963000","115","False","False","0.38"
"1","1","Shadowed Caravel","xln","Near Mint","English","","","2023-10-26 21:38:17.963000","246","False","False","0.15"
"1","1","Shadowstorm Vizier","akh","Near Mint","English","","","2023-10-26 21:38:17.963000","206","False","False","0.03"
"2","2","Shadrix Silverquill","stx","Near Mint","English","","","2023-10-26 21:38:17.963000","230","False","False","2.52"
"1","1","Shaile, Dean of Radiance // Embrose, Dean of Shadow","stx","Near Mint","English","","","2023-10-26 21:38:17.963000","158","False","False","0.12"
"1","1","Shamanic Revelation","ncc","Near Mint","English","","","2023-10-26 21:38:17.963000","311","False","False","0.47"
"1","1","Shambling Strider","btd","Near Mint","English","","","2023-10-26 21:38:17.963000","63","False","False","0.07"
"1","1","Shambling Suit","eld","Near Mint","English","","","2023-10-26 21:38:17.963000","230","False","False","0.05"
"1","1","Shanna, Sisay's Legacy","mul","Near Mint","English","","","2023-10-30 21:48:27.477000","59","False","False",""
"2","2","Shanodin Dryads","7ed","Near Mint","English","","","2023-10-26 21:38:17.963000","269","False","False","0.14"
"3","3","Shapers of Nature","xln","Near Mint","English","","","2023-10-26 21:38:17.963000","228","False","False","0.04"
"1","1","Sharding Sphinx","moc","Near Mint","English","","","2023-10-26 21:38:17.963000","235","False","False","0.09"
"2","2","Sharktocrab","cmr","Near Mint","English","","","2023-10-26 21:38:17.963000","450","False","False","0.10"
"1","1","Sharuum the Hegemon","2xm","Near Mint","English","","","2023-10-26 21:38:17.963000","219","False","False","0.26"
"1","1","Shatter","rix","Near Mint","English","","","2023-10-26 21:38:17.963000","114","False","False","0.03"
"1","1","Shatter the Oath","woe","Near Mint","English","","","2023-10-26 21:38:17.963000","106","False","False","0.02"
"1","1","Shatter the Source","mom","Near Mint","English","","","2023-10-26 21:38:17.963000","164","False","False","0.02"
"1","1","Shattered Perception","dka","Near Mint","English","","","2023-10-26 21:38:17.963000","104","False","False","0.15"
"2","2","Shattered Sanctum","vow","Near Mint","English","","","2023-10-26 21:38:17.963000","264","False","False","8.42"
"2","2","Shatterskull Minotaur","znr","Near Mint","English","","","2023-10-26 21:38:17.963000","160","False","False","0.02"
"1","1","Shefet Dunes","hou","Near Mint","English","","","2023-10-26 21:38:17.963000","183","False","False","0.48"
"1","1","Shefet Monitor","akh","Near Mint","English","","","2023-10-26 21:38:17.963000","186","False","False","0.09"
"1","1","Shell of the Last Kappa","chk","Near Mint","English","","","2023-10-26 21:38:17.963000","269","False","False","0.61"
"2","2","Sheltered Thicket","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","1032","False","False","0.47"
"2","2","Shessra, Death's Whisper","afr","Near Mint","English","","","2023-10-26 21:38:17.963000","231","False","False","0.04"
"1","1","Shield Sphere","all","Near Mint","English","","","2023-10-26 21:38:17.963000","129","False","False","4.35"
"1","1","Shielded Aether Thief","aer","Near Mint","English","","","2023-10-26 21:38:17.963000","44","False","False","0.06"
"1","1","Shifting Loyalties","frf","Near Mint","English","","","2023-10-26 21:38:17.963000","51","False","False","0.10"
"1","1","Shimmer Dragon","moc","Near Mint","English","","","2023-10-26 21:38:17.963000","236","False","False","0.28"
"1","1","Shimmer Myr","cmr","Near Mint","English","","","2023-10-30 21:48:27.477000","339","False","False",""
"2","2","Shineshadow Snarl","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","1033","False","False","0.25"
"1","1","Shipwreck Dowser","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","119","False","False","0.04"
"4","4","Shipwreck Marsh","mid","Near Mint","English","","","2023-10-26 21:38:17.963000","267","False","False","3.67"
"1","1","Shipwreck Singer","cn2","Near Mint","English","","","2023-10-26 21:38:17.963000","206","False","False","0.10"
"1","1","Shire Terrace","ltr","Near Mint","English","","","2023-10-26 21:38:17.963000","261","False","False","0.07"
"2","2","Shivan Harvest","inv","Near Mint","English","","","2023-10-26 21:38:17.963000","167","False","False","0.25"
"1","1","Shivan Reef","dmu","Near Mint","English","","","2023-10-26 21:38:17.963000","255","False","False","0.78"
"1","1","Shiv's Embrace","m14","Near Mint","English","","","2023-10-26 21:38:17.963000","153","False","False","0.05"
"1","1","Shockmaw Dragon","frf","Near Mint","English","","","2023-10-26 21:38:17.963000","114","False","False","0.13"
"1","1","Short Sword","m21","Near Mint","English","","","2023-10-26 21:38:17.963000","236","False","False","0.01"
"2","2","Shrieking Drake","vis","Near Mint","English","","","2023-10-26 21:38:17.963000","43","False","False","0.44"
"2","2","Shrike Harpy","bng","Near Mint","English","","","2023-10-26 21:38:17.963000","83","False","False","0.06"
"1","1","Shrine of the Forsaken Gods","cmm","Near Mint","English","","","2023-10-30 21:48:27.477000","1034","False","False",""
"1","1","Siege Modification","aer","Near Mint","English","","","2023-10-26 21:38:17.963000","99","False","False","0.03"
"2","2","Siege Striker","m21","Near Mint","English","","","2023-10-26 21:38:17.963000","37","False","False","0.02"
"1","1","Siege-Gang Commander","dmr","Near Mint","English","","","2023-11-13 22:50:25.740000","330","False","False",""
"1","1","Sifter Wurm","cmr","Near Mint","English","","","2023-10-26 21:38:17.963000","254","False","False","0.05"
"3","3","Sigarda's Aid","cmr","Near Mint","English","","","2023-10-26 21:38:17.963000","384","False","False","8.89"
"1","1","Sigarda's Summons","vow","Near Mint","English","","","2023-10-26 21:38:17.963000","36","False","False","0.22"
"2","2","Sigil of Myrkul","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","147","False","False","0.11"
"2","2","Sigiled Starfish","c18","Near Mint","English","","","2023-10-26 21:38:17.963000","102","False","False","0.19"
"1","1","Silas Renn, Seeker Adept","brc","Near Mint","English","","","2023-10-26 21:38:17.963000","129","False","False","0.37"
"3","3","Silhana Wayfinder","rna","Near Mint","English","","","2023-10-26 21:38:17.963000","141","False","False","0.01"
"1","1","Silkwrap","dtk","Near Mint","English","","","2023-10-26 21:38:17.963000","38","False","False","0.04"
"1","1","Silumgar Assassin","c19","Near Mint","English","","","2023-10-26 21:38:17.963000","128","False","False","0.11"
"1","1","Silumgar Monument","dtk","Near Mint","English","","","2023-10-26 21:38:17.963000","243","False","False","0.20"
"1","1","Silumgar Sorcerer","dtk","Near Mint","English","","","2023-10-26 21:38:17.963000","76","False","False","0.07"
"1","1","Silumgar Spell-Eater","dtk","Near Mint","English","","","2023-10-26 21:38:17.963000","77","False","False","0.08"
"4","4","Silumgar's Scorn","dtk","Near Mint","English","","","2023-10-26 21:38:17.963000","78","False","False","0.22"
"1","1","Silundi Vision // Silundi Isle","znr","Near Mint","English","","","2023-10-26 21:38:17.963000","80","False","False","0.32"
"1","1","Silver Scrutiny","dmu","Near Mint","English","","","2023-10-26 21:38:17.963000","65","False","False","0.24"
"1","1","Silverbluff Bridge","mh2","Near Mint","English","","","2023-10-26 21:38:17.963000","255","False","False","0.22"
"5","5","Silver-Fur Master","neo","Near Mint","English","","","2023-10-26 21:38:17.963000","236","False","False","0.16"
"3","3","Silverquill Campus","moc","Near Mint","English","","","2023-10-26 21:38:17.963000","423","False","False","0.06"
"1","1","Silverquill Command","stx","Near Mint","English","","","2023-10-26 21:38:17.963000","232","False","False","0.10"
"1","1","Silverquill Pledgemage","stx","Near Mint","English","","","2023-10-26 21:38:17.963000","233","False","False","0.02"
"2","2","Silversmote Ghoul","c21","Near Mint","English","","","2023-10-26 21:38:17.963000","154","False","False","0.18"
"1","1","Simian Simulacrum","bro","Near Mint","English","","","2023-10-26 21:38:17.963000","205","False","False","0.09"
"1","1","Simic Ascendancy","rna","Near Mint","English","","","2023-10-26 21:38:17.963000","207","False","False","3.37"
"4","4","Simic Charm","cmr","Near Mint","English","","","2023-10-26 21:38:17.963000","451","False","False","1.36"
"1","1","Simic Fluxmage","gtc","Near Mint","English","","","2023-10-26 21:38:17.963000","49","False","False","0.09"
"7","7","Simic Growth Chamber","moc","Near Mint","English","","","2023-10-26 21:38:17.963000","424","False","False","0.21"
"3","3","Simic Guildgate","cmr","Near Mint","English","","","2023-10-26 21:38:17.963000","493","False","False","0.15"
"3","3","Simic Keyrune","c15","Near Mint","English","","","2023-10-26 21:38:17.963000","265","False","False","0.20"
"3","3","Simic Manipulator","gtc","Near Mint","English","","","2023-10-26 21:38:17.963000","50","False","False","0.40"
"2","2","Simic Signet","moc","Near Mint","English","","","2023-10-26 21:38:17.963000","378","False","False","0.40"
"2","2","Sin Collector","gk2","Near Mint","English","","","2023-10-26 21:38:17.963000","45","False","False","0.18"
"4","4","Sire of Insanity","dgm","Near Mint","English","","","2023-10-26 21:38:17.963000","104","False","False","0.47"
"3","3","Sire of the Storm","voc","Near Mint","English","","","2023-10-26 21:38:17.963000","113","False","False","0.07"
"1","1","Siren of the Fanged Coast","bng","Near Mint","English","","","2023-10-26 21:38:17.963000","50","False","False","0.08"
"2","2","Siren of the Silent Song","bng","Near Mint","English","","","2023-10-26 21:38:17.963000","155","False","False","0.22"
"1","1","Siren Stormtamer","cmr","Near Mint","English","","","2023-10-26 21:38:17.963000","96","False","False","0.43"
"1","1","Siren's Call","4ed","Near Mint","English","","","2023-10-26 21:38:17.963000","101","False","False","0.16"
"4","4","Sivriss, Nightmare Speaker","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","148","False","False","0.06"
"1","1","Sixth Sense","akh","Near Mint","English","","","2023-10-26 21:38:17.963000","187","False","False","0.24"
"2","2","Skanos Dragonheart","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","255","False","False","0.05"
"2","2","Skarrg Guildmage","gtc","Near Mint","English","","","2023-10-26 21:38:17.963000","196","False","False","0.09"
"1","1","Skarrg, the Rage Pits","pca","Near Mint","English","","","2023-10-26 21:38:17.963000","127","False","False","1.70"
"2","2","Skarrgan Hellkite","rna","Near Mint","English","","","2023-10-26 21:38:17.963000","114","False","False","0.58"
"1","1","Skatewing Spy","rna","Near Mint","English","","","2023-10-26 21:38:17.963000","52","False","False","0.09"
"1","1","Skeletal Vampire","gk2","Near Mint","English","","","2023-10-26 21:38:17.963000","34","False","False","0.25"
"1","1","Skilled Animator","cmr","Near Mint","English","","","2023-10-26 21:38:17.963000","98","False","False","0.02"
"3","3","Skirge Familiar","mh2","Near Mint","English","","","2023-10-26 21:38:17.963000","276","False","False","0.07"
"1","1","Skirk Drill Sergeant","evg","Near Mint","English","","","2023-10-26 21:38:17.963000","49","False","False","0.27"
"1","1","Skirk Prospector","dmr","Near Mint","English","","","2023-11-13 22:51:04.703000","137","False","False",""
"1","1","Skithiryx, the Blight Dragon","2xm","Near Mint","English","","","2023-10-26 21:38:17.963000","107","False","False","6.22"
"1","1","Skrelv's Hive","one","Near Mint","English","","","2023-10-26 21:38:17.963000","34","False","False","1.48"
"2","2","Skull Rend","rtr","Near Mint","English","","","2023-10-26 21:38:17.963000","195","False","False","0.09"
"2","2","Skull Skaab","vow","Near Mint","English","","","2023-10-26 21:38:17.963000","248","False","False","0.02"
"2","2","Skullclamp","moc","Near Mint","English","","","2023-10-26 21:38:17.963000","379","False","False","4.64"
"1","1","Skullcrack","gtc","Near Mint","English","","","2023-10-26 21:38:17.963000","106","False","False","2.57"
"1","1","Skullport Merchant","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","149","False","False","0.08"
"3","3","Skullwinder","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","256","False","False","0.16"
"1","1","Sky Crier","snc","Near Mint","English","","","2023-10-26 21:38:17.963000","31","False","False","0.01"
"1","1","Sky Diamond","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","337","False","False","0.12"
"1","1","Sky Tether","rna","Near Mint","English","","","2023-10-26 21:38:17.963000","21","False","False","0.03"
"1","1","Skyclave Geopede","znr","Near Mint","English","","","2023-10-26 21:38:17.963000","163","False","False","0.02"
"2","2","Skyclave Pick-Axe","znr","Near Mint","English","","","2023-10-26 21:38:17.963000","204","False","False","0.05"
"2","2","Skyclave Plunder","znr","Near Mint","English","","","2023-10-26 21:38:17.963000","81","False","False","0.03"
"3","3","Skyclave Shadowcat","znr","Near Mint","English","","","2023-10-26 21:38:17.963000","126","False","False","0.06"
"4","4","Skycloud Expanse","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","1035","False","False","0.23"
"2","2","Skyfisher Spider","bro","Near Mint","English","","","2023-10-26 21:38:17.963000","221","False","False","0.10"
"2","2","Skymark Roc","gk2","Near Mint","English","","","2023-10-26 21:38:17.963000","20","False","False","0.15"
